"Data Source","World Development Indicators",

"Last Updated Date","2024-09-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Mauritania","MRT","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","97821648.3035922","88191284.6083779","83373023.3618007","90162854.9522088","89589932.730065","100303602.908582","155105930.437038","189558784.176024","218458319.995465","283886149.927211","417269631.704324","440264913.457936","432333642.632006","493816420.068639","544656631.342717","491787261.239738","407919178.22905","441185643.422286","378772575.992507","336654697.788156","321440652.396639","376929832.414999","393895913.146321","420476954.642328","448572418.390006","404936065.691201","316532411.011557","254900123.611584","257806125.834513","256008734.95097","270826896.364109","256359211.878989","422346053.602735","407325475.885473","367387266.032162","356667895.138884","361000086.958387","395564639.014561","461215517.858691","502651076.807229","548205740.87863","640438584.865956","778017897.566755","743162815.82857","761029564.343458","707285202.640468","812058448.519992","844161877.701195","898799240.234536","901458387.176189","860022947.983521","909943581.425003","970395907.785019","1049646378.97428","1015782364.79457","1380571230.06351","1750196581.29746","1896969198.74632",
"Mauritius","MUS","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","95187850.0791361","120775359.647227","151380556.603429","159952873.349664","159285982.365064","159121951.197678","149366983.826241","145734738.856333","132967805.921785","124008554.841861","153567876.333007","220139169.886639","271176854.71313","267413921.799592","359741102.126442","388984340.200819","429215711.824966","457467608.981742","519854649.963444","572711287.847794","634439859.17815","589591930.725263","573229734.939659","618125890.580918","664606333.561883","642492469.255482","685536225.886122","818941991.418016","934330320.431462","942338043.64103","992744212.379771","1013519468.9499","1245253636.91313","1270940368.83835","1382355998.49274","1550793476.61373","1558670337.52977","1763993631.81264","1875439824.09551","1703811254.3394","1874352014.49512","1981705619.4457","2145875571.69126","2129306772.7116","2004222285.88947","1979006431.27079","2062704300.48814","2048612434.27226",
"Malawi","MWI","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malaysia","MYS","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","237487014.980955","259373713.748113","279300409.640601","388733903.476392","450147326.882746","501434068.769967","568400833.654556","556640816.406531","569707502.23767","596494208.191505","706254369.173075","710948608.572009","971074878.456041","1200820192.11486","1460698850.50977","1633910726.18254","1692257753.55833","2189102187.76142","2629485993.77732","2958725888.09756","4047530344.99328","4524494113.81761","4910952850.74197","4745288099.08455","5009724181.42361","4769955562.57204","4697761948.55433","4786401856.13965","5020652723.03967","5462850915.63111","6072739035.99981","6729706139.07477","7697805002.55232","8449571597.00788","9134659350.70873","10975677830.941","11200413387.3917","10767620129.1788","7050040766.40848","8695789473.68421","9533947368.42105","11170526315.7895","13067368421.0526","14291052631.5789","15693421052.6316","16468572720.1769","18168970581.2996","22387623346.615","26554386865.2897","26391522435.9293","32084200147.3416","39540157313.5713","43525626934.2052","44338633708.5584","45059978123.1095","39437040231.0182","37852512757.6633","38907669469.2475","42945038201.991","42554525681.5378","43741991282.4653","47532496479.2514","47462856444.3262","48149461272.4564",
"North America","NAC","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","211362665082.747","230065643236.768","249477362628.31","266091617011.84","298706691536.896","335783689494.797","360578971682.694","389447118654.544","419479915359.736","457085613949.778","512921517022.092","572981633531.005","626939601171.89","673100672140.116","713560726105.265","771647540209.574","821986234121.708","870319824982.253","928339976782.09","1002956614537.92","1083355042694.76","1152335613101.69","1194061571273.09","1211741776020.74","1240018010546.25","1273393580825.64","1304224607388.9","1350997944240.99","1393817909415.64","1482976662074.46","1580394160074.5","1682860826375.71","1796841737581.39","1925173756978.44","2051935238278.76","2186509115361.09","2327641380402.26","2482083515804.68","2660533791075.6","2736236912899.56","2859295535872.44","2891412056589.19","2901353290980.6","2913953663984.66","2929062614878.33","2929785215724.92","2975823947451.91","3057997363752.07","3217402281802.74","3376138459114.84","3555022176649.53","3797618499230.19","4018255307480.9","",
"Namibia","NAM","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","343691669.16185","466333285.675706","457506911.769582","510098638.820573","435347778.159627","353054694.816427","416913411.812176","566650581.154627","583577760.276371","557212838.75216","654816905.324078","759729042.141154","915072646.908465","838033418.794997","858358093.025849","987960442.062979","988018186.009091","1025002311.21698","937928405.993614","957692384.495974","918682321.809705","809611367.213676","722265139.273336","1094964115.79551","1345766013.95763","1396474676.56623","1555535354.87875","2083077620.29669","1851916843.74039","2105522913.77736","2879502950.10402","2862319046.85258","3256676370.3794","3364903603.30562","3447958122.22335","3086403697.08835","2893588640.02673","3301663788.04961","3470789474.51938","3204993445.64104","2802153758.42474","3107183999.9188","2891849016.72538","2689639627.53648",
"New Caledonia","NCL","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","298549874.010942","297926370.273883","287221944.801269","289503792.424074","323197571.826437","488371141.940328","","","","237767400.868367","","","","","","","","1024379737.23366","1019612276.71239","916706636.675783","933001045.476655","1062164715.86723","1336594832.19584","1510683508.27825","1594528707.98285","1739568055.32746","2022120900.14352","2267036261.89447","2275392705.49117","2230822858.93587","2411350522.39629","2279608775.633","2452470317.24051","2491763507.07189","2082689582.35138","2134521809.82694","2157184135.06799","","","","","","",
"Niger","NER","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","36156337.397622","44872036.300466","45540807.4052107","44292571.314965","43043323.3073437","43657713.7178462","49769121.5774057","53431504.3953206","54328829.2958284","54677906.6582612","56402035.6975905","57171347.9012406","69134485.4030626","81601131.3568321","83815986.4851478","113393084.597334","138159997.275419","184766964.067322","205903758.493132","240696714.434945","260318609.626","237366706.312059","228236679.354973","202589558.519458","149213881.085407","156033338.541642","215127721.299259","250551877.944222","353535771.855665","342310843.768989","735315964.472057","645379469.596755","672616556.793159","655172108.741106","379253448.173284","443470741.706796","476608295.067624","470489362.597563","527201451.677978","557721612.248072","464312216.955006","468903696.150774","518730523.066702","625760636.67508","732166789.365953","779334712.610334","804106819.989927","986537243.913936","1251004628.94352","1348883890.30267","1215418324.31355","1437575288.54843","1423576758.5359","1564029710.01249","1948714811.58568","1597602014.97231","1587905980.26986","1729432467.1159","1948047611.8186","2017873443.01036","2166453521.3986","2586042481.41909","","",
"Nigeria","NGA","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nicaragua","NIC","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","208468808.59","263516129.032258","482824698.367637","347452467.921701","352680000","336399544.516405","289265049.309078","310578310.538592","316433121.925197","303576793.217684","330329260.340771","399542970.370809","443343989.467377","479658074.020895","456817139.489029","488831951.855726","526239282.935522","595985209.133883","1025782583.94991","1040626609.20942","1175826841.97213","1203126920.5241","1234758667.1911","1329183073.71914","1429032518.35714","1511479282.28194","1696489450.63158","1792616888.26275","1921316515.84501","1986629352.1991","1928077025.4681","1931875477.40605","1924285352.3809","2177333598.70348","2149471489.41864","2168671723.21438",
"Netherlands","NLD","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","6091727274.33093","6972429536.7383","8497066416.0401","10751059461.6863","14051347154.3434","17294383146.1595","21668250261.4151","23630504250.7085","28408003052.8868","35357139947.0361","41729689113.4791","44983722012.8575","37886092025.0817","37327567054.5515","35954595784.1093","31743192307.6923","32161109341.8259","44750227558.9135","56828988250.6527","59217997547.1067","56476096851.2938","69055591189.6406","71689731258.8402","81308863408.5213","80135467489.3213","85256715098.6802","101432884984.903","96290196078.4314","87493788118.3646","91226394134.6367","92064966896.9114","85812841929.4119","90601883007.8741","104832922223.922","132841214134.117","148184839074.518","152693419579.766","170197676128.235","197158341199.608","223629839778.906","226574035739.062","222381016533.334","233439247645.915","218343410841.797","226213033147.452","229119887766.666","191228984750.781","193533154055.253","202767604045.883","222741011048.627","224044911545.098","237050238255.254","265216504391.469","253258197470.818","282854466598.044",
"Norway","NOR","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","2012627924.23245","2400544225.40002","2909747730.79142","3815775781.3313","4653320576.92655","5962425146.83656","6781453312.563","7937071475.53301","9178223298.93367","10274876088.5449","12044258179.4623","11820716090.2518","11901921289.123","11680828901.9242","11285793052.7477","11706951100.3583","14967071010.3182","18824786641.9295","20310112014.7307","20548048374.2487","24298768311.5804","25600425735.3962","28721538337.7585","26495538546.1158","27492206982.5436","31869396388.4329","33300877546.5906","32235841321.0055","32938860982.6245","34120166170.8893","32342929855.2569","34903522137.082","42369172574.4633","50330357899.4944","55027148112.9836","60053550640.2794","64413952255.4691","75090332156.2004","85546985815.6028","83411096798.8168","91497642354.8876","104234956710.531","105681822088.526","110352851063.83","108991007669.929","89656505115.2216","89841309523.8095","95638525085.6337","101648078696.588","98521363636.3636","96077528984.866","113002793946.449","107908884458.698","106479741243.295",
